created,month_created,weeknum_created,day_created,id,applicant,job_title,stage_type,reject_reason,rejected_at,hired_at,referring_site
4/25/2023,April,17,Tuesday,54273099,Alice  Johnson,Dental Patient Relations Team Leader,Inbox,Lacking relevant experience,4/26/2023,,Indeed
4/26/2023,April,17,Wednesday,54277808,Frank  Brown,Dental Office Manager,Inbox,Lacking relevant experience,4/26/2023,,ZipRecruiter
4/26/2023,April,17,Wednesday,54285352,Jane  Taylor,Orthodontic Assistant,Screening,Lacking relevant experience,5/9/2023,,Indeed
4/26/2023,April,17,Wednesday,54286277,Grace  Miller,Dental Receptionist,Inbox,Lacking relevant experience,4/26/2023,,Indeed
4/26/2023,April,17,Wednesday,54287604,Grace  Davis,Dental Receptionist,Screening,Salary & Benefits not a match,5/8/2023,,Indeed
4/26/2023,April,17,Wednesday,54376157,Ethan  Johnson,Dental Assistant,Screening,Lacking relevant experience,5/8/2023,,ZipRecruiter
4/26/2023,April,17,Wednesday,54379381,Emma  Miller,Dental Assistant,Screening,Lacking relevant experience,5/9/2023,,ZipRecruiter
4/26/2023,April,17,Wednesday,54383979,Alice  Johnson,Dental Receptionist,Inbox,Lacking relevant experience,5/1/2023,,ZipRecruiter
4/27/2023,April,17,Thursday,54396889,Bob  Moore,Dental Patient Relations Team Leader,Inbox,Lacking relevant experience,4/27/2023,,Indeed
4/27/2023,April,17,Thursday,54429031,Bob  Brown,Foreign Trained Dentist for Treatment Plan Supervisor,Screening,Lacking relevant experience,6/5/2023,,Indeed
4/27/2023,April,17,Thursday,54454782,Emma  Taylor,Orthodontist,Screening,Lacking relevant experience,5/22/2023,,ZipRecruiter
4/27/2023,April,17,Thursday,54462808,Jane  Brown,Orthodontic Dental Assistant,Inbox,Lacking relevant experience,5/1/2023,,Indeed
4/27/2023,April,17,Thursday,54465678,John  Johnson,Dental Patient Relations Team Leader,Inbox,Lacking relevant experience,4/28/2023,,ZipRecruiter
4/27/2023,April,17,Thursday,54474175,John  Davis,Orthodontic Dental Assistant,Offer,Position Filled,5/8/2023,,Indeed
4/27/2023,April,17,Thursday,54482707,Charlie  Jones,Orthodontic Dental Assistant,Offer,Position Filled,5/8/2023,,Indeed
4/27/2023,April,17,Thursday,54483419,Frank  Brown,Dentist,Hired,,,5/30/2023,ZipRecruiter
4/27/2023,April,17,Thursday,54483773,Alice  Davis,Orthodontic Dental Assistant,Inbox,Lacking relevant experience,5/1/2023,,Indeed
4/28/2023,April,17,Friday,54532899,Jane  Jones,Dental Patient Relations Team Leader,Inbox,Lacking relevant experience,4/30/2023,,ZipRecruiter
4/28/2023,April,17,Friday,54551636,Frank  Taylor,Dental Assistant,Screening,Never Responded,5/9/2023,,ZipRecruiter
4/29/2023,April,17,Saturday,54593678,Frank  Williams,Orthodontic Dental Assistant,Inbox,Lacking relevant experience,5/1/2023,,Indeed
4/30/2023,April,17,Sunday,54637270,Bob  Davis,Orthodontic Dental Assistant,Offer,Unresponsive,5/3/2023,,Indeed
4/30/2023,April,17,Sunday,54647499,Emma  Davis,Orthodontic Dental Assistant,Offer,Lacking relevant experience,5/10/2023,,ZipRecruiter
4/30/2023,April,17,Sunday,54648462,Grace  Williams,Dental Assistant,Interview,Lacking relevant experience,6/1/2023,,ZipRecruiter
4/30/2023,April,17,Sunday,54649205,Emma  Taylor,Dental Assistant,Screening,Never Responded,5/9/2023,,Indeed
4/30/2023,April,17,Sunday,54653997,Frank  Brown,Orthodontic Dental Assistant,Inbox,Lacking relevant experience,5/1/2023,,Unknown
5/1/2023,May,18,Monday,54659197,Jane  Wilson,Treatment Coordinator,Inbox,Lacking relevant experience,5/1/2023,,Indeed
5/1/2023,May,18,Monday,54705082,Alice  Johnson,Dental Patient Relations Team Leader,Screening,Lacking relevant experience,5/3/2023,,Indeed
5/1/2023,May,18,Monday,54718042,Grace  Taylor,Experienced Dental Receptionist,Inbox,Lacking relevant experience,5/2/2023,,ZipRecruiter
5/2/2023,May,18,Tuesday,54721923,John  Smith,Experienced Dental Receptionist,Inbox,Lacking relevant experience,5/2/2023,,ZipRecruiter
5/2/2023,May,18,Tuesday,54721927,Jane  Brown,Orthodontic Dental Assistant,Hired,,,5/8/2023,Indeed
5/2/2023,May,18,Tuesday,54723573,Jane  Brown,Dental Office Manager,Interview,Lacking relevant experience,7/17/2023,,Indeed
5/2/2023,May,18,Tuesday,54726330,Diana  Brown,Experienced Dental Receptionist,Inbox,Lacking relevant experience,5/2/2023,,Unknown
5/2/2023,May,18,Tuesday,54779333,Jane  Smith,Orthodontic Dental Assistant,Offer,Position Filled,5/8/2023,,Indeed
5/2/2023,May,18,Tuesday,54789640,Alice  Brown,Orthodontist,Hired,,,5/16/2023,Indeed
5/2/2023,May,18,Tuesday,54793047,Charlie  Davis,Dental Patient Relations Team Leader,Inbox,Lacking relevant experience,5/3/2023,,ZipRecruiter
5/2/2023,May,18,Tuesday,54802435,Grace  Williams,Experienced Dental Receptionist,Screening,Unresponsive,5/16/2023,,ZipRecruiter
5/3/2023,May,18,Wednesday,54818986,John  Williams,Dental Patient Relations Team Leader,Inbox,Lacking relevant experience,5/3/2023,,Indeed
5/3/2023,May,18,Wednesday,54882297,Bob  Johnson,Experienced Dental Receptionist,Inbox,Lacking relevant experience,5/3/2023,,ZipRecruiter
5/3/2023,May,18,Wednesday,54888791,Bob  Wilson,Experienced Dental Receptionist,Inbox,Lacking relevant experience,5/3/2023,,New Job
5/3/2023,May,18,Wednesday,54900644,Grace  Moore,Experienced Dental Receptionist,Inbox,Lacking relevant experience,5/4/2023,,ZipRecruiter
5/4/2023,May,18,Thursday,54915277,Jane  Smith,Orthodontist,Offer,Position Filled,5/30/2023,,Indeed
5/4/2023,May,18,Thursday,54915794,Bob  Smith,Experienced Dental Receptionist,Inbox,Lacking relevant experience,5/4/2023,,ZipRecruiter
5/4/2023,May,18,Thursday,54981434,Bob  Davis,Orthodontic Dental Assistant,Offer,Position Filled,5/8/2023,,Indeed
5/4/2023,May,18,Thursday,54995407,Emma  Jones,Pediatric Dentist,Offer,Took another job,8/7/2023,,Indeed
5/5/2023,May,18,Friday,55045054,Emma  Williams,Experienced Dental Receptionist,Interview,Unresponsive,5/18/2023,,Indeed
5/5/2023,May,18,Friday,55056993,Frank  Moore,Weekend Dental Assistant,Inbox,Lack of flexibility,5/9/2023,,Indeed
5/6/2023,May,18,Saturday,55167708,Grace  Smith,Treatment Coordinator,Screening,Lacking relevant experience,5/8/2023,,Indeed
5/7/2023,May,18,Sunday,55171150,Emma  Davis,Experienced Dental Receptionist,Screening,Lacking relevant experience,5/8/2023,,Indeed
5/7/2023,May,18,Sunday,55171185,Jane  Miller,Treatment Coordinator,Screening,Lacking relevant experience,5/8/2023,,Indeed
5/7/2023,May,18,Sunday,55171611,Alice  Williams,Experienced Dental Receptionist,Screening,Lacking relevant experience,5/8/2023,,ZipRecruiter
5/7/2023,May,18,Sunday,55173769,Ethan  Smith,Orthodontic Dental Assistant,Offer,Position Filled,5/8/2023,,Indeed
5/7/2023,May,18,Sunday,55177709,Frank  Smith,Pediatric Dentist,Screening,Lacking relevant experience,6/6/2023,,ZipRecruiter
5/7/2023,May,18,Sunday,55220196,John  Davis,Experienced Dental Receptionist,Screening,Lacking relevant experience,5/8/2023,,ZipRecruiter
5/8/2023,May,19,Monday,55300572,Alice  Taylor,Experienced Dental Receptionist,Interview,Pipeline,5/15/2023,,ZipRecruiter
5/8/2023,May,19,Monday,55301239,Frank  Moore,Orthodontic Dental Assistant,Inbox,Position Filled,5/9/2023,,Indeed
5/9/2023,May,19,Tuesday,55409172,Bob  Moore,Orthodontist,Screening,Position Filled,5/30/2023,,ZipRecruiter
5/10/2023,May,19,Wednesday,55461682,Frank  Miller,Dental Office Manager,Inbox,Lacking relevant experience,5/11/2023,,ZipRecruiter
5/10/2023,May,19,Wednesday,55498184,John  Davis,Treatment Coordinator,Inbox,Lacking relevant experience,5/15/2023,,Unknown
5/11/2023,May,19,Thursday,55524757,Grace  Taylor,Experienced Dental Receptionist,Screening,Lacking relevant experience,5/22/2023,,Unknown
5/11/2023,May,19,Thursday,55524886,Jane  Moore,Dental Receptionist,Screening,Lacking relevant experience,5/23/2023,,Unknown
5/11/2023,May,19,Thursday,55529538,Frank  Moore,Dental Office Manager,Interview,Lacking relevant experience,7/17/2023,,ZipRecruiter
5/11/2023,May,19,Thursday,55555825,Bob  Brown,Dental Office Manager,Inbox,Lacking relevant experience,5/11/2023,,New Job
5/11/2023,May,19,Thursday,55578259,John  Johnson,Experienced Dental Receptionist,Interview,No Show,5/23/2023,,ZipRecruiter
5/12/2023,May,19,Friday,55671070,Alice  Taylor,Experienced Dental Receptionist,Screening,Unresponsive,6/1/2023,,Indeed
5/12/2023,May,19,Friday,55684074,Diana  Johnson,Pediatric Dentist,Screening,Took another job,8/7/2023,,Indeed
5/14/2023,May,19,Sunday,55786702,Grace  Brown,Experienced Dental Receptionist,Offer,Not interested anymore,6/5/2023,,Indeed
5/14/2023,May,19,Sunday,55819527,Emma  Williams,Experienced Dental Receptionist,Screening,Unresponsive,6/1/2023,,Indeed
5/15/2023,May,20,Monday,55823105,Emma  Taylor,Orthodontist,Screening,Position Filled,5/30/2023,,Indeed
5/15/2023,May,20,Monday,55825689,Bob  Smith,Treatment Coordinator/Foreign Dentists,Screening,More qualified candidate selected,5/15/2023,,Indeed
5/15/2023,May,20,Monday,55871923,Charlie  Brown,Dental Office Manager,Screening,Never Responded,7/17/2023,,Indeed
5/16/2023,May,20,Tuesday,56038839,Alice  Davis,Dental Assistant,Offer,Lacking relevant experience,6/1/2023,,Unknown
5/18/2023,May,20,Thursday,56189804,Frank  Davis,Dental Office Manager,Inbox,Lacking relevant experience,5/19/2023,,Indeed
5/18/2023,May,20,Thursday,56205804,Grace  Wilson,Dental Office Manager,Inbox,Lack of flexibility,5/19/2023,,Indeed
5/18/2023,May,20,Thursday,56221070,Frank  Jones,Experienced Dental Receptionist,Inbox,Lacking relevant experience,5/18/2023,,Indeed
5/19/2023,May,20,Friday,56236225,Emma  Williams,Dental Office Manager,Inbox,Lacking relevant experience,5/19/2023,,Indeed
5/19/2023,May,20,Friday,56300450,Frank  Wilson,Experienced Dental Receptionist,Interview,No Show,5/30/2023,,Indeed
5/21/2023,May,20,Sunday,56381344,Charlie  Jones,Experienced Dental Receptionist,Screening,Unresponsive,6/1/2023,,Indeed
5/23/2023,May,21,Tuesday,56616267,Emma  Smith,Dental Assistant,Inbox,Lacking relevant experience,5/24/2023,,ZipRecruiter
5/24/2023,May,21,Wednesday,56624836,Grace  Davis,Treatment Coordinator/Foreign Dentists,Screening,Never Responded,6/5/2023,,Indeed
5/24/2023,May,21,Wednesday,56708164,Ethan  Taylor,Treatment Coordinator/Foreign Dentists,Interview,No Show,6/16/2023,,ZipRecruiter
5/26/2023,May,21,Friday,56829682,Alice  Wilson,Experienced Dental Receptionist,Inbox,Lacking relevant experience,5/26/2023,,Indeed
5/27/2023,May,21,Saturday,56937290,Charlie  Jones,Dental Office Manager,Screening,Lacking relevant experience,7/6/2023,,Indeed
5/27/2023,May,21,Saturday,56953506,Diana  Brown,Dental Office Manager,Interview,Lacking relevant experience,6/1/2023,,Indeed
5/28/2023,May,21,Sunday,56956911,Emma  Davis,Dental Office Manager,Inbox,Lacking relevant experience,5/31/2023,,Indeed
5/28/2023,May,21,Sunday,56957147,Diana  Taylor,Dental Office Manager,Inbox,Lacking relevant experience,5/31/2023,,New Job
5/29/2023,May,22,Monday,57095781,John  Jones,Hygienist,Offer,,,,Indeed
5/30/2023,May,22,Tuesday,57149576,Charlie  Williams,Dental Office Manager,Screening,More qualified candidate selected,6/14/2023,,Indeed
5/30/2023,May,22,Tuesday,57191950,Alice  Brown,Dental Assistant,Inbox,Lacking relevant experience,6/1/2023,,ZipRecruiter
5/30/2023,May,22,Tuesday,57197117,Jane  Taylor,Dental Office Manager,Inbox,Lacking relevant experience,5/31/2023,,Indeed
5/30/2023,May,22,Tuesday,57232006,Charlie  Taylor,Experienced Dental Receptionist,Inbox,Lacking relevant experience,6/1/2023,,Indeed
5/31/2023,May,22,Wednesday,57233278,Ethan  Davis,Dental Office Manager,Inbox,Lacking relevant experience,6/1/2023,,Indeed
5/31/2023,May,22,Wednesday,57236903,Ethan  Brown,Experienced Dental Receptionist,Screening,Unresponsive,6/1/2023,,ZipRecruiter
5/31/2023,May,22,Wednesday,57238020,John  Wilson,Dental Office Manager,Inbox,Lacking relevant experience,5/31/2023,,Indeed
5/31/2023,May,22,Wednesday,57268697,Ethan  Wilson,Dental Office Manager,Screening,Never Responded,6/14/2023,,Indeed
5/31/2023,May,22,Wednesday,57313067,John  Brown,Dental Office Manager,Inbox,Lacking relevant experience,6/1/2023,,ZipRecruiter
5/31/2023,May,22,Wednesday,57341151,Grace  Taylor,Dental Office Manager,Inbox,Lacking relevant experience,6/1/2023,,Indeed
6/1/2023,June,22,Thursday,57351571,Frank  Brown,Dental Office Manager,Inbox,Lacking relevant experience,6/1/2023,,Indeed
6/1/2023,June,22,Thursday,57352183,Diana  Williams,Treatment Coordinator/Foreign Dentists,Screening,,,,Indeed
6/1/2023,June,22,Thursday,57354794,Alice  Smith,Treatment Coordinator/Foreign Dentists,Screening,Lacking relevant experience,6/1/2023,,Indeed
6/1/2023,June,22,Thursday,57425513,Diana  Smith,Dental Office Manager,Screening,Never Responded,6/14/2023,,Indeed
6/1/2023,June,22,Thursday,57429499,Frank  Moore,Dental Office Manager,Inbox,Lack of flexibility,6/1/2023,,Indeed
6/1/2023,June,22,Thursday,57436468,Alice  Smith,Pediatric Dentist,Screening,Lacking relevant experience,6/20/2023,,Indeed
6/1/2023,June,22,Thursday,57441738,Grace  Smith,Dental Front Desk Administrator,Interview,No Show,6/29/2023,,New Job
6/1/2023,June,22,Thursday,57443042,Grace  Davis,Dental Front Desk Administrator,Interview,Lacking relevant experience,6/9/2023,,New Job
6/2/2023,June,22,Friday,57468476,John  Taylor,Dental Assistant,Inbox,Lacking relevant experience,6/2/2023,,Indeed
6/2/2023,June,22,Friday,57470408,Jane  Johnson,Dental Front Desk Administrator,Inbox,Lacking relevant experience,6/2/2023,,New Job
6/2/2023,June,22,Friday,57471487,Emma  Miller,General Dentist,Screening,,,,Indeed
6/2/2023,June,22,Friday,57472003,Bob  Davis,Pediatric Dentist,Screening,,,,Indeed
6/2/2023,June,22,Friday,57474314,Jane  Williams,Dental Office Manager,Inbox,Lacking relevant experience,6/2/2023,,Indeed
6/2/2023,June,22,Friday,57476774,Ethan  Johnson,Foreign Trained Dentist For Treatment Plan Supervisor,Screening,Never Responded,7/1/2023,,Indeed
6/2/2023,June,22,Friday,57486095,Bob  Moore,Treatment Coordinator,Interview,Position Filled,6/9/2023,,Indeed
6/2/2023,June,22,Friday,57492139,Frank  Moore,Foreign Trained Dentist For Treatment Plan Supervisor,Screening,Lacking relevant experience,6/5/2023,,Indeed
6/2/2023,June,22,Friday,57516391,Grace  Wilson,Dental Office Manager,Screening,Never Responded,6/14/2023,,Indeed
6/2/2023,June,22,Friday,57523738,Grace  Johnson,Foreign Trained Dentist For Treatment Plan Supervisor,Screening,,,,Indeed
6/2/2023,June,22,Friday,57526017,Grace  Johnson,Dental Front Desk Administrator,Inbox,Lacking relevant experience,6/5/2023,,Indeed
6/2/2023,June,22,Friday,57530757,Grace  Miller,Dental Office Manager,Screening,Lacking relevant experience,6/14/2023,,Indeed
6/2/2023,June,22,Friday,57534491,Grace  Smith,Dental Assistant,Screening,Never Responded,6/29/2023,,ZipRecruiter
6/2/2023,June,22,Friday,57535112,Bob  Taylor,General Dentist,Screening,Lacking relevant experience,6/20/2023,,ZipRecruiter
6/2/2023,June,22,Friday,57541573,Jane  Johnson,Dental Assistant,Screening,Never Responded,6/6/2023,,Indeed
6/2/2023,June,22,Friday,57547145,John  Smith,Dental Assistant,Screening,Never Responded,6/29/2023,,Indeed
6/3/2023,June,22,Saturday,57554807,Grace  Davis,Foreign Trained Dentist For Treatment Plan Supervisor,Screening,Lacking relevant experience,6/5/2023,,Indeed
6/3/2023,June,22,Saturday,57568742,Charlie  Wilson,Dental Assistant,Interview,No Show,6/13/2023,,ZipRecruiter
6/3/2023,June,22,Saturday,57569692,Bob  Wilson,General Dentist,Screening,,,,Indeed
6/3/2023,June,22,Saturday,57571211,Bob  Moore,General Dentist,Screening,Not interested anymore,6/20/2023,,Indeed
6/3/2023,June,22,Saturday,57582453,Grace  Jones,Dental Office Manager,Inbox,,,,ZipRecruiter
6/3/2023,June,22,Saturday,57593214,Charlie  Jones,Treatment Coordinator,Screening,Lacking relevant experience,6/5/2023,,Indeed
6/4/2023,June,22,Sunday,57596866,Grace  Brown,Dental Office Manager,Inbox,Lacking relevant experience,6/5/2023,,Indeed
6/4/2023,June,22,Sunday,57598804,John  Wilson,Dental Front Desk Administrator,Inbox,Lacking relevant experience,6/5/2023,,ZipRecruiter
6/4/2023,June,22,Sunday,57626177,Ethan  Jones,Dental Front Desk Administrator,Screening,Lacking relevant experience,6/7/2023,,ZipRecruiter
6/4/2023,June,22,Sunday,57630034,Emma  Smith,Dental Front Desk Administrator,Screening,More qualified candidate selected,6/7/2023,,ZipRecruiter
6/4/2023,June,22,Sunday,57630783,Emma  Jones,General Dentist,Screening,Not interested anymore,6/20/2023,,Indeed
6/4/2023,June,22,Sunday,57632755,Alice  Moore,Hygienist,Screening,Lacking relevant experience,6/30/2023,,Indeed
6/5/2023,June,23,Monday,57650834,Alice  Davis,Dental Office Manager,Inbox,Lacking relevant experience,6/5/2023,,Indeed
6/5/2023,June,23,Monday,57697926,Ethan  Taylor,Dental Assistant,Screening,Resume Incomplete,6/6/2023,,ZipRecruiter
6/5/2023,June,23,Monday,57713243,John  Williams,Dental Front Desk Administrator,Screening,Took another job,6/19/2023,,ZipRecruiter
6/5/2023,June,23,Monday,57739338,Charlie  Jones,Dental Office Manager,Inbox,Lacking relevant experience,6/6/2023,,Indeed
6/5/2023,June,23,Monday,57741649,Jane  Moore,Dental Front Desk Administrator,Screening,Scheduling Issue,6/7/2023,,Monster
6/6/2023,June,23,Tuesday,57743000,Diana  Jones,Hygienist,Offer,,,,ZipRecruiter
6/6/2023,June,23,Tuesday,57745218,Frank  Williams,Dental Office Manager,Screening,Commute & location,6/14/2023,,ZipRecruiter
6/6/2023,June,23,Tuesday,57745402,Ethan  Moore,Dental Front Desk Administrator,Hired,,,6/8/2023,ZipRecruiter
6/6/2023,June,23,Tuesday,57747716,Alice  Miller,Dental Front Desk Administrator,Screening,Lacking relevant experience,6/6/2023,,Unknown
6/6/2023,June,23,Tuesday,57748413,Grace  Jones,Treatment Coordinator,Screening,Resume Incomplete,6/7/2023,,Indeed
6/6/2023,June,23,Tuesday,57785883,Bob  Jones,Dental Front Desk Administrator,Inbox,Lacking relevant experience,6/6/2023,,ZipRecruiter
6/6/2023,June,23,Tuesday,57830547,Grace  Williams,General Dentist,Hired,,,8/7/2023,Indeed
6/6/2023,June,23,Tuesday,57835526,Diana  Johnson,Dental Front Desk Administrator,Screening,Lacking relevant experience,6/7/2023,,Unknown
6/7/2023,June,23,Wednesday,57887859,Charlie  Johnson,Dental Front Desk Administrator,Screening,Lacking relevant experience,6/8/2023,,Google
6/7/2023,June,23,Wednesday,57911033,Ethan  Wilson,Dental Office Manager,Screening,Not interested anymore,6/14/2023,,Indeed
6/7/2023,June,23,Wednesday,57924787,Charlie  Moore,Dental Front Desk Administrator,Screening,Lacking relevant experience,6/16/2023,,ZipRecruiter
6/7/2023,June,23,Wednesday,57934322,Jane  Davis,Dental Office Manager,Inbox,Lacking relevant experience,6/8/2023,,ZipRecruiter
6/8/2023,June,23,Thursday,57997133,Charlie  Johnson,Dental Office Manager,Screening,,,,Indeed
6/8/2023,June,23,Thursday,58001088,Alice  Davis,Dental Office Manager,Inbox,Lacking relevant experience,7/17/2023,,Indeed
6/8/2023,June,23,Thursday,58007818,Diana  Johnson,Dental Front Desk Administrator,Inbox,Lacking relevant experience,6/8/2023,,Unknown
6/8/2023,June,23,Thursday,58012001,Jane  Jones,Dental Assistant,Screening,Resume Incomplete,6/15/2023,,ZipRecruiter
6/8/2023,June,23,Thursday,58013585,Diana  Miller,Foreign Trained Dentist For Treatment Plan Supervisor,Interview,Commute & location,6/14/2023,,Indeed
6/8/2023,June,23,Thursday,58016373,Emma  Taylor,Dental Office Manager,Inbox,Lacking relevant experience,6/12/2023,,ZipRecruiter
